Winner,Pot,Actions,ATTP1,ATTP2,HandNo
2,15.0,f/,0.0,0.0,387
2,15.0,f/c,0.0,0.0,388
2,15.0,f/,0.0,0.0,389
2,15.0,f/c,0.0,0.0,390
2,15.0,f/,0.0,0.0,391
2,15.0,f/c,0.0,0.0,392
2,15.0,f/,0.0,0.0,393
2,15.0,f/c,0.0,0.0,394
2,15.0,f/,0.0,0.0,395
2,15.0,f/c,0.0,0.0,396
2,15.0,f/,0.0,0.0,397
2,15.0,f/c,0.0,0.0,398
2,15.0,f/,0.0,0.0,399
2,15.0,f/c,0.0,0.0,400
2,15.0,f/,0.0,0.0,401
2,15.0,f/c,0.0,0.0,402
2,15.0,f/,0.0,0.0,403
2,15.0,f/c,0.0,0.0,404
2,15.0,f/,0.0,0.0,405
2,15.0,f/c,0.0,0.0,406
2,15.0,f/,0.0,0.0,407
2,15.0,f/c,0.0,0.0,408
2,15.0,f/,0.0,0.0,409
2,15.0,f/c,0.0,0.0,410
2,15.0,f/,0.0,0.0,411
2,15.0,f/c,0.0,0.0,412
2,15.0,f/,0.0,0.0,413
2,15.0,f/c,0.0,0.0,414
2,15.0,f/,0.0,0.0,415
2,15.0,f/c,0.0,0.0,416
2,15.0,f/,0.0,0.0,417
2,15.0,f/c,0.0,0.0,418
2,15.0,f/,0.0,0.0,419
2,15.0,f/c,0.0,0.0,420
2,15.0,f/,0.0,0.0,421
2,15.0,f/c,0.0,0.0,422
2,15.0,f/,0.0,0.0,423
2,15.0,f/c,0.0,0.0,424
2,15.0,f/,0.0,0.0,425
2,15.0,f/c,0.0,0.0,426
2,15.0,f/,0.0,0.0,427
2,15.0,f/c,0.0,0.0,428
2,15.0,f/,0.0,0.0,429
2,15.0,f/c,0.0,0.0,430
2,15.0,f/,0.0,0.0,431
2,15.0,f/c,0.0,0.0,432
2,15.0,f/,0.0,0.0,433
2,15.0,f/c,0.0,0.0,434
2,15.0,f/,0.0,0.0,435
2,15.0,f/c,0.0,0.0,436
2,15.0,f/,0.0,0.0,437
2,15.0,f/c,0.0,0.0,438
2,15.0,f/,0.0,0.0,439
2,15.0,f/c,0.0,0.0,440
2,15.0,f/,0.0,0.0,441
2,15.0,f/c,0.0,0.0,442
2,15.0,f/,0.0,0.0,443
2,15.0,f/c,0.0,0.0,444
2,15.0,f/,0.0,0.0,445
2,15.0,f/c,0.0,0.0,446
2,15.0,f/,0.0,0.0,447
2,15.0,f/c,0.0,0.0,448
2,15.0,f/,0.0,0.0,449
2,15.0,f/c,0.0,0.0,450
2,15.0,f/,0.0,0.0,451
2,15.0,f/c,0.0,0.0,452
2,15.0,f/,0.0,0.0,453
2,15.0,f/c,0.0,0.0,454
2,15.0,f/,0.0,0.0,455
2,15.0,f/c,0.0,0.0,456
2,15.0,f/,0.0,0.0,457
2,15.0,f/c,0.0,0.0,458
2,15.0,f/,0.0,0.0,459
2,15.0,f/c,0.0,0.0,460
2,15.0,f/,0.0,0.0,461
2,15.0,f/c,0.0,0.0,462
2,15.0,f/,0.0,0.0,463
2,15.0,f/c,0.0,0.0,464
2,15.0,f/,0.0,0.0,465
2,15.0,f/c,0.0,0.0,466
2,15.0,f/,0.0,0.0,467
2,15.0,f/c,0.0,0.0,468
2,15.0,f/,0.0,0.0,469
2,15.0,f/c,0.0,0.0,470
2,15.0,f/,0.0,0.0,471
2,15.0,f/c,0.0,0.0,472
2,15.0,f/,0.0,0.0,473
2,15.0,f/c,0.0,0.0,474
2,15.0,f/,0.0,0.0,475
2,15.0,f/c,0.0,0.0,476
2,15.0,f/,0.0,0.0,477
2,15.0,f/c,0.0,0.0,478
2,15.0,f/,0.0,0.0,479
2,15.0,f/c,0.0,0.0,480
2,15.0,f/,0.0,0.0,481
2,15.0,f/c,0.0,0.0,482
2,15.0,f/,0.0,0.0,483
2,15.0,f/c,0.0,0.0,484
2,15.0,f/,0.0,0.0,485
2,15.0,f/c,0.0,0.0,486
2,15.0,f/,0.0,0.0,487
2,15.0,f/c,0.0,0.0,488
2,15.0,f/,0.0,0.0,489
2,15.0,f/c,0.0,0.0,490
2,15.0,f/,0.0,0.0,491
2,15.0,f/c,0.0,0.0,492
2,15.0,f/,0.0,0.0,493
2,15.0,f/c,0.0,0.0,494
2,15.0,f/,0.0,0.0,495
2,15.0,f/c,0.0,0.0,496
2,15.0,f/,0.0,0.0,497
2,15.0,f/c,0.0,0.0,498
2,15.0,f/,0.0,0.0,499
2,15.0,f/c,0.0,0.0,500
2,15.0,f/,0.0,0.0,501
2,15.0,f/c,0.0,0.0,502
2,15.0,f/,0.0,0.0,503
